Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
41,No,Travel_Rarely,1206,NULL,23.0,2,Life Sciences,1,1678,4,Male,80,3,3,Sales Executive,3,Single,7082.0,11591,3,Y,Yes,16,3,4.0,,0,21.0,2,3,2,0,15.769116675697674,2
20,No,Travel_Rarely,727,Sales,9.0,1,Life Sciences,1,1680,4,Male,54,3,-46.65725891690856,Sales Representative,1,Single,2728.0,21082,1,Y,No,11,3,1.0,80.0,0,2.0,3,3,2,2,0.0,2
33,No,Non-Travel,530,Sales,16.0,3,Life Sciences,1,1681,3,,36,3,2,Sales Executive,4,Divorced,5368.0,16130,1,Y,Yes,25,4,3.0,80.0,1,7.0,2,3,6,5,1.0,2
36,No,Travel_Rarely,1351,Unknown,—,4,Life Sciences,yes,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347.0,7419,6,Y,No,14.0%,3,2.0,80.0,2,10.0,2,2,3,2,0.0,2
44,No,Travel_Rarely,528,Human Resources,1.0,3,Life Sciences,1,1683,3,Female,44,3,1,Human Resources,4,Divorced,3195.0,4167,4,Y,Yes,18,3,,80.0,3,,,3,2,2,2,2
23,Yes,Travel_Rarely,1320,Research & Development,8.0,1,Medical,1,1684,4,Male,93,2,1,Laboratory Technician,3,Single,,20586,1,Y,maybe,11,3,1,80.0,0,5.0,2,3,5,4,1.0,2
38,No,Travel_Rarely,1495,Research & Development,,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3,Married,3306.0,26176,7,Y,TRUE,19,3,4.0,80.0,1,7.0,31/02/2022,2,0,0,,0
53,No,Travel_Rarely,1395,Research & Development,24.0,4,Medical,1,1689,2,None,48,4,3,Healthcare Representative,4,0,7005.0,3458,3,Y,No,15,3,3.0,80.0,0,11.0,2,3,4,3,1.0,N/A
48,Yes,Travel_Frequently,708,Sales,7.0,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,Married,2655.0,11740,2,Y,Yes,11,-5.790860904563292,3.0,80.0,2,19.0,3,3,9,7,7.0,7
32,Yes,Travel_Rarely,1259,,2.0,4,Life Sciences,1,1692,4,Male,95,3,1,Laboratory Technician,2,,1393.0,24852,1,Y,No,12,3,,80.0,0,1.0,2,3,1,0,0.0,0
26,No,Non-Travel,786,Research & Development,7.0,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570.0,11925,1,Y,No,20,4,,80.0,0,7.0,5,3,7,7,5.0,7
55,No,Travel_Rarely,1441,Research & Development,22.0,3,Technical Degree,1,1694,1,Male,94,2,1,Research Scientist,2,Divorced,3537.0,23737,5,Y,No,12,3,4.0,80.0,1,8.0,1,3,4,2,1.0,2.0%
34,No,Travel_Rarely,1157,,5.0,2,None,1,1696,2,Male,57,2,2,Laboratory Technician,4,,3986.0,11912,1,Y,No,14,3,,80.0,1,15.0,3,4,15,10,4.0,13
60,No,Travel_Rarely,370,Research & Development,1.0,4,Medical,1,1697,3,Male,92,1,3,???,4,Divorced,10883.0,20467,3,,No,20,4,3.0,80.0,1,19.0,2,4,1,0,0.0,0
33,No,Travel_Rarely,267,Research & Development,21.0,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,,13637,1,Y,No,18,3,4.0,80.0,3,14.0,6,3,14,11,2.0,13
37,No,Travel_Frequently,1278,Sales,1.0,4,,1,1700,3,maybe,31,1,2,Sales Executive,4,Divorced,9525.0,7677,1,Y,No,14,3,3.0,80.0,2,6.0,2022-00-10,2,6,3,1.0,3
34,No,Travel_Rarely,678,Research & Development,19.0,3,0,1,1701,2,Female,35,2,1,Research Scientist,4,Married,2929.0,20338,1,Y,No,,3,2.0,80.0,0,,3,3,10,9,8.0,7
23,Yes,Travel_Rarely,427,Sales,7.0,3,Life Sciences,1,1702,3,Male,99,3,1,Sales Representative,4,Divorced,2275.0,25103,1,Y,Yes,21,4,2.0,80.0,1,3.0,2,3,3,2,0.0,-481.38037934057184
44,No,Travel_Rarely,921,0,2.0,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,NULL,7879.0,14810,1,Y,Yes,19,3,2.0,80.0,1,9.0,2,3,8,7,6.0,7
35,No,Travel_Frequently,146,Research & Development,2.0,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,4930.0,13970,0,na,Yes,None,3,3.0,80.0,0,6.0,2,4,5,4,1.0,4
43,No,Travel_Rarely,1179,Sales,2.0,28.08089995043057,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,Married,7847.0,6069,1,Y,Yes,17,3,1.0,80.0,1,10.0,3,3,10,9,8.0,8
24,No,Travel_Rarely,581,Research & Development,9.0,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,Married,4401.0,17616,1,Y,No,16,3,4.0,80.0,1,5.0,1,3,5,3,0.0,4
41,No,Travel_Rarely,918,Sales,6.0,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,Single,,15869,1,Y,No,12,3,NaN,80.0,0,10.0,3,3,10,8,8.0,7
29,No,Travel_Rarely,1082,Research & Development,9.0,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974.0,25412,9,,No,17,3,3.0,80.0,1,9.0,2,3,5,3,1.0,2
36,No,Travel_Rarely,530,Sales,2.0,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502.0,7439,3,Y,No,15,3,3.0,80.0,0,17.0,2,2,13,7,6.0,7
45,No,Non-Travel,1238,,1.0,1,Life Sciences,1,1712,3,False,74,2,3,Healthcare Representative,3,Married,10748.0,3395,3,Y,2022-00-10,23,4,4.0,80.0,1,25.0,3,2,23,15,14,4
24,Yes,Travel_Rarely,240,Human Resources,-848.9055770396204,abc,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,Married,1555.0,11585,1,Y,No,11,3,3.0,80.0,1,1.0,,3,1,0,0.0,0
47,,Travel_Frequently,1093,Sales,9.0,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,12936.0,24164,7,Y,No,11,3,-94.55118231409584,,0,25.0,3,1,23,5,14.0,10
1O0,No,Travel_Rarely,390,Research & Development,17.0,4,Medical,-1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305.0,6217,1,Y,No,15,3,3.0,80.0,3,3.0,3,4,3,2,0.0,$2
45,No,Travel_Rarely,1005,Research & Development,28.0,2,Technical Degree,NO,1719,4,Female,48,2,4,Research Director,2,Single,16704.0,17119,1,Y,20220335,11,3,3.0,80.0,0,21.0,2,3,21,6,8.0,6
32,No,Travel_Frequently,585,Research & Development,10.0,3,Life Sciences,1,1720,1,Male,56,3,1,N.A.,3,Married,3433.0,17360,6,Y,No,13,3,None,80.0,1,10.0,3,2,5,2,1.0,3
31,No,Travel_Rarely,741,Research & Development,2.0,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477.0,18103,1,Y,No,14,3,4.0,80.0,1,6.0,2,4,5,2,0.0,3
41,No,Non-Travel,552,Human Resources,4.0,3,Human Resources,1,1722,3,Male,60,1,2,Human Resources,2,Married,6430.0,20794,6,Y,2,19,3,2.0,80.0,1,10.0,4,3,3,2,1.0,2
40,No,Travel_Rarely,369,Research & Development,8.0,2,Life Sciences,1,1724,2,Female,92,3,2,Manufacturing Director,1,Married,6516.0,5041,2,Y,,16,3,2.0,80.0,1,18.0,3,3,1,0,0.0,$0
24,No,Travel_Rarely,506,,29.0,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907.0,3622,1,Y,No,13,3,2.0,80.0,3,6.0,2,4,6,2,1.0,2
46,No,Travel_Rarely,717,Research & Development,13.0,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562.0,9697,6,,2,14,3,4.0,80.0,0,19.0,3,3,10,7,,9
35,No,Travel_Rarely,1370,Research & Development,-457.28464825296663,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3,Married,6883.0,5151,2,Y,No,16,4,2.0,80.0,1,17.0,3,3,7,7,0.0,7
30,No,Travel_Rarely,793,Research & Development,16.0,1,Life Sciences,1,1729,2,Male,33,3,1,,4,Married,2862.0,3811,1,Y,No,12,3,2.0,80.0,1,10.0,2,2,10,0,0.0,—
47,No,Non-Travel,543,Sales,2.0,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,Married,4978.0,3536,7,Y,No,11,3,4.0,80.0,1,4.0,3,1,1,0,0.0,NaN
46,No,Sin dato,1277,None,2.0,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368.0,5596,4,Y,Yes,12,3,,80.0,1,13.0,5,2,10,6,0.0,3
36,,Travel_Rarely,1456,Sales,13.0,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134.0,8658,5,Y,Yes,13,3,2.0,80.0,3,16.0,3,3,2,2,2.0,2
30.214336520261632,Yes,Travel_Rarely,964,Sales,1.0,2,Life Sciences,1,1734,1,Male,34,1,2,Sales Executive,2,Single,,-431116.66590835,6,Y,No,15,18.832736099082993,2.0,80.0,0,10.0,2,3,0,0,0.0,0
23,No,Travel_Rarely,160,Research & Development,4.0,251.26383167110032,Medical,1,1735,3,Female,51,3,1,Sin dato,2,Single,3295.0,12862,1,Y,No,13,3,3.0,80.0,0,3.0,3,1,3,2,1.0,2
31,No,Travel_Frequently,163,Research & Development,24.0,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,5238.0,6670,2,Y,No,20,4,4.0,80.0,0,9.0,3,2,5,4,1.0,4
39,No,Non-Travel,792,Research & Development,$1,3,Life Sciences,1,1737,4,N.A.,77,3,2,Laboratory Technician,4,Sin dato,6472.0,8989,1,Y,Yes,15,3,4.0,80.0,1,9.0,2,3,9,8,5.0,8
32,No,Ninguno,371,,19.0,3,Life Sciences,1,1739,4,Male,80,1,3,Sales Executive,3,Married,9610.0,3840,3,Y,No,13,4,3.0,80.0,1,10.0,2,1,4,3,0.0,2
40,No,Travel_Rarely,611,Sales,7.0,4,Medical,1,1740,2,Male,88,3,NULL,Manager,2,Single,,4349,1,Y,False,14,3,2.0,80.0,0,21.0,3,2,21,8,,8
45,No,Travel_Rarely,176,Human Resources,4.0,3,Life Sciences,1,1744,3,yes,56,1,-83.30973612982223,Human Resources,3,Married,,6595,4,Y,not_a_date,21,4,3.0,80.0,2,9.0,2,4,5,0,-151.9589377362581,3
30,Ninguno,Travel_Frequently,1312,Research & Development,2.0,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,4968.0,26427,0,Y,No,16,3,4.0,80.0,0,10.0,2,3,9,7,0.0,7
24.0%,Ninguno,Travel_Frequently,897,,10.0,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,Married,2145.0,-195584.916747008,0,Y,False,14,3,4.0,80.0,1,3.0,2,3,2,2,2.0,1
30,Yes,Travel_Frequently,600,Human Resources,8.0,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,2180.0,9732,6,Y,No,11,3,3.0,80.0,1,6.0,,2,4,2,1.0,2
31,Sin dato,Travel_Rarely,1003,Sales,5.0,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,8346.0,20943,1,Y,No,19,3,3.0,80.0,1,6.0,3,3,5,2,0.0,2
27,No,Travel_Rarely,1054,Research & Development,8.0,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,3445.0,6152,1,Y,No,11,3,3.0,80.0,0,,5,2,6,2,1.0,4
29,Yes,Travel_Rarely,428,Sales,9.0,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760.0,14630,1,Y,No,13,3,,80.0,0,2.0,3,3,2,2,2.0%,2
29,No,Travel_Frequently,461,Research & Development,1.0,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294.0,23060,8,,Yes,12,3,4.0,80.0,0,10.0,5,4,3,2,0.0,2
30,No,Travel_Rarely,979,Sales,15.0,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced,7140.0,3088,2,Y,No,11,3,,80.0,1,,2,3,7,7,1.0,7
34,No,Travel_Rarely,181,Research & Development,2.0,4,Medical,-1,1755,4,Male,97,4,1,Research Scientist,4,Married,2932.0,5586,0,Y,Yes,14,3,1.0,80.0,3,6.0,3,3,5,0,1.0,2
1870.1341501587117,No,Non-Travel,1283,Sales,2.0,3,Marketing,1,1756,4,Female,62,3,-0.2595141466153219,Sales Executive,2,Single,5147.0,10697,8,Y,No,15,3,4.0,80.0,0,13.0,2,2,11,7,1.0,N/A
49,No,Travel_Rarely,1313,Sales,11.0,4,Marketing,1,1757,4,Female,80,3,2,,4,Single,4507.0,8191,3,Y,No,12,3,3.0,80.0,0,8.0,1,4,5,1,0.0,4
33,Yes,Travel_Rarely,211,na,16.0,3,Life Sciences,1,1758,1,Female,74,3,3,Sales Executive,1,Single,8564.0,10092,2,Y,TRUE,20,$4,3.0,80.0,0,11.0,2,2,0,0,0.0,100.62836163427382
38,No,Travel_Frequently,594,Research & Development,,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468.0,15963,4,Y,No,14,3,2.0,80.0,1,,4,2,6,1,0.0,5
31,Yes,N.A.,1079,Sales,16.0,NaN,Marketing,1,1761,1,Male,70,3,86.15185203138014,Sales Executive,3,Married,8161.0,19002,2,Y,No,13,3,1.0,80.0,3,10.0,2,3,1,0,0.0,0
29,No,None,590,Research & Development,4.0,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Unknown,2109.0,10007,1,Y,No,13,3,3.0,80.0,1,1.0,2,3,1,0,0.0,0
30,No,Travel_Rarely,305,Research & Development,16.0,3,,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married,5294.0,9128,3,,31/02/2022,16,3,3.0,80.0,1,10.0,3,3,7,0,1.0,7
32,No,Non-Travel,953,Research & Development,5.0,4,Technical Degree,1,1764,2,Male,65,3,1,Research Scientist,2,Single,2718.0,294768.90676378115,2,Y,No,?,3,2.0,80.0,0,12.0,3,3,7,7,-111.68620116044116,7
38,No,Travel_Rarely,833,Research & Development,18.0,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4,Married,5811.0,24539,3,Y,yes,16,3,3.0,80.0,1,15.0,2,3,1,0,1.0,0
43,Yes,Travel_Frequently,807,Research & Development,17.0,3,Technical Degree,1,1767,3,Sin dato,38,2,1,Research Scientist,3,Married,2437.0,15587,9,Y,Yes,16,3,4.0,80.0,1,6.0,4,3,1,0,0.0,0
-1492.4853344147034,No,Travel_Rarely,855,Research & Development,12.0,3,N.A.,1,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,2766.0,8952,8,Y,No,22,4,2.0,,3,7.0,6,2,5,3,0.0,4
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,1,1770,3,None,60,2,5,Research Director,1,Married,19038.0,19805,8,Y,No,12,3,2.0,80.0,3,34.0,2,3,1,0,$0,0
33,No,Non-Travel,775,na,4.0,3,Technical Degree,1,1771,4,Male,90,3,2,Research Scientist,2,Divorced,3055.0,6194,5,Y,No,15,3,4.0,80.0,2,11.0,2,2,9,8,1.0,7
41,No,Travel_Rarely,548,Research & Development,9.0,4,Life Sciences,1,1772,3,Male,94,3,1,Laboratory Technician,1,Divorced,2289.0,20520,1,Y,No,20,4,2.0,80.0,2,5.0,2,3,5,3,0.0,4
34.0%,No,Non-Travel,1375,,10.0,3,Life Sciences,1,1774,4,Male,87,3,2,Sales Executive,3,Divorced,4001.0,"12,313",1,Y,Yes,14,1O0,3.0,,1,15.0,3,3,15,14,0.0%,7
53,No,Non-Travel,661,Research & Development,1.0,4,Medical,1,1775,1,Female,60,2,4,Manufacturing Director,3,Married,12965.0,22308,4,Y,False,20,4,4.0,80.0,3,27.0,2,2,3,2,0.0,2
43,No,Travel_Rarely,244,Human Resources,2.0,3,Life Sciences,1,1778,2,N.A.,97,3,1,Sin dato,4,Single,3539.0,5033,0,Y,No,13,3,2.0,80.0,0,10.0,5,3,9,7,1.0,8
34,No,Travel_Rarely,511,Sales,3.0,2,Life Sciences,1,1779,4,Female,32,1,2,Sales Executive,4,Single,6029.0,25353,5,Y,No,12,3,1.0,80.0,0,6.0,3,3,2,2,?,2
21,Yes,Travel_Rarely,337,Sales,7.0,1,Marketing,1,1780,2,-1,31,3,1,???,2,None,2679.0,—,1,Y,2,13,3,2.0,80.0,0,1.0,3,3,1,0,1.0,0
38,No,Travel_Rarely,1153,Research & Development,6.0,2,Other,1,1782,4,Female,40,2,1,Laboratory Technician,3,0,3702.0,16376,1,Y,20220335,11,3,2.0,,1,5.0,3,3,5,4,abc,4
22,Yes,Travel_Rarely,1294,Research & Development,8.0,1,Medical,1,1783,3,Female,79,3,1,,1,Married,2398.0,—,1,Y,Yes,17,3,3.0,80.0,0,1.0,6,3,1,0,0.0,0
31,No,Travel_Rarely,196,???,29.0,4,Marketing,1,1784,1,Female,91,2,2,Sales Executive,4,Married,5468.0,13402,1,Y,No,14,3,1.0,80.0,2,13.0,3,3,12,7,5.0,7
51,No,Travel_Rarely,942,Research & Development,3.0,3,Technical Degree,1,1786,1,???,53,3,3,Manager,3,Married,13116.0,22984,2,Y,No,11,3,4.0,80.0,0,15.0,2,3,2,2,,2
37,No,Travel_Rarely,589,Sales,9.0,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,Married,4189.0,8800,1,Y,No,14,3,1.0,80.0,2,5.0,2,3,5,2,0.0,3
46,No,Travel_Rarely,734,,2.0,4,,1,1789,3,Male,46,3,5,0,4,Divorced,19328.0,14218,7,Y,Yes,17,3,3.0,80.0,1,24.0,3,3,2,1,2.0,2
36,No,Travel_Rarely,1383,Research & Development,10.0,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321.0,25949,7,Y,Yes,13,3,4.0,80.0,1,15.0,1,3,12,8,5.0,7
44,Yes,Travel_Frequently,429,Research & Development,1.0%,2,Medical,2,1792,3,maybe,99,3,1,Research Scientist,2,Divorced,2342.0,11092,1,Y,Yes,12,3,3.0,80.0,3,6.0,2,2,5,3,2.0,3
37,No,Travel_Rarely,1239,Human Resources,8.0,2,Other,1,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071.0,12832,2,Y,No,13,3,3.0,80.0,0,19.0,4,2,10,0,4.0,7
35,Yes,Travel_Rarely,303,Sales,27.0,3,,1,1797,3,Male,84,3,2,Sales Executive,4,Sin dato,5813.0,13492,1,Y,Yes,18,3,,80.0,0,,2,3,10,7,7.0,7
33,No,Travel_Rarely,867,Research & Development,8.0,4,Life Sciences,1,1798,4,Male,90,4,1,Research Scientist,1,Married,3143.0,6076,6,0,No,19,3,2.0,80.0,1,14.0,1,3,10,8,7.0,6
28,No,Travel_Rarely,1181,Research & Development,1.0,3,None,1,1799,3,Male,82,3,1,Research Scientist,4,Married,2044.0,5531,1,Y,No,11,3,None,80.0,1,5.0,6,4,5,3,0.0,3
39,0,Travel_Rarely,1253,Research & Development,1051.571227560213,1,Medical,1,1800,3,Male,65,3,3,Research Director,3,Single,13464.0,7914,7,Y,No,21,4,3.0,80.0,0,9.0,3,3,4,3,-346.2534694089213,2
46,No,Non-Travel,849,Sales,$26,2,Life Sciences,1,1801,2,,98,2,2,Sales Executive,2,,7991.0,25166,8,Y,No,15,3,3.0,80.0,0,6.0,3,3,2,2,2.0,2
40,No,Travel_Rarely,616,Research & Development,2.0,2,Life Sciences,1,1802,3,,99,3,1,Laboratory Technician,1,Married,3377.0,25605,4,Y,,17,3,4.0,80.0,1,7.0,5,2,4,3,0.0,2
42,No,Travel_Rarely,1128,Research & Development,13.0,3,Medical,1,1803,2,Male,95,4,2,Healthcare Representative,1,Married,5538.0,5696,5,Y,,18,3,3.0,80.0,2,10.0,2,2,0,0,0.0,0
35,No,Non-Travel,1180,,2.0,2,Medical,1,1804,2,Male,90,3,2,Manufacturing Director,4,Divorced,,24442,2,Y,No,14,3,3.0,80.0,1,15.0,6,3,7,7,1.0,7
38,No,Non-Travel,1336,Human Resources,2.0,3,Human Resources,1,1805,1,Male,100,3,1,Human Resources,2,Divorced,,7129,5,Y,No,13,3,4.0,80.0,3,13.0,3,3,11,10,3.0,8
34,,Travel_Frequently,234,Research & Development,9.0,4,Life Sciences,1,1807,4,Male,93,3,2,Laboratory Technician,1,Married,5346.0,6208,4,Y,No,17,3,3.0,80.0,1,11.0,3,2,7,1,0.0,7
37,Yes,Travel_Rarely,370,Research & Development,,-74.23024027872697,Medical,1,1809,4,Male,58,3,2,0,1,Single,4213.0,4992,1,Y,No,15,3,2.0,80.0,0,10.0,,1,10,3,0.0,8
39,No,na,766,,20.0,3,Life Sciences,1,1812,3,Male,83,3,2,Sales Executive,4,Divorced,4127.0,19188,2,Y,No,18,3,4.0,80.0,1,7.0,6,3,2,1,2.0,2
abc,No,Non-Travel,343,Research & Development,9.0,3,Life Sciences,1,1813,1,Male,52,3,1,Research Scientist,3,Single,2438.0,24978,4,Y,No,13,3,3.0,80.0,0,7.0,2,2,3,2,,2
41,No,Travel_Rarely,447,Research & Development,5.0,3,Life Sciences,1,1814,2,Male,85,4,2,Healthcare Representative,2,Single,6870.0,15530,3,Y,31/02/2022,12,3,1.0,80.0,0,11.0,3,1,3,2,1.0,2
41,,Travel_Rarely,796,Sales,4.0,1,0,1,1815,3,Female,81,3,3,Sales Executive,3,Divorced,10447.0,26458,0,Y,Yes,13,3,4.0,,1,23.0,3,4,22,14,13.0,5
30,No,Travel_Rarely,1092,Sin dato,10.0,3,Medical,1,1816,1,Female,64,3,3,Manufacturing Director,3,Single,9667.0,2739,9,,No,14,3,2.0,80.0,0,9.0,3,3,7,7,0.0,2
26,Yes,Travel_Rarely,920,Human Resources,20.0,2,Medical,1,1818,4,Female,69,3,1,Human Resources,2,Married,2148.0,6889,0,Y,Yes,11,3,3.0,80.0,0,6.0,3,3,5,1,1.0,4
46,Yes,Travel_Rarely,261,Research & Development,21.0,2,Medical,1,1821,4,Female,66,3,2,Healthcare Representative,2,Married,8926.0,10842,4,Y,No,22,4.0%,4.0,,1,13.0,2,4,9,7,3.0,7
40,No,Travel_Rarely,1194,Research & Development,-1641.3998052552624,3,Life Sciences,1,1822,3,Female,52,3,2,Healthcare Representative,4,Divorced,6513.0,9060,4,Y,No,17,3,-48.88120608824691,80.0,1,12.0,3,3,5,3,0.0,3
34,No,Travel_Rarely,810,,8.0,2,Technical Degree,1,1823,2,Male,92,4,N/A,Sales Executive,3,Married,6799.0,22128,1,Ninguno,No,21,4,N/A,80.0,2,10.0,2022-00-10,3,10,8,4.0,8
58,No,Non-Travel,350,Sales,2.0,3,NULL,1,1824,2,Male,52,3,4,Manager,2,,16291.0,22577,4,NULL,No,22,4,4.0,80.0,1,,0,2,16,9,14.0,14
35.0%,No,Travel_Rarely,185,Research & Development,23.0,4,Medical,1,1826,2,,91,1,1,,3,Married,2705.0,9696,0,Y,No,16,$3,2.0,80.0,1,6.0,2,4,5,4,0.0,3
47,No,Travel_Rarely,1001,Research & Development,4.0,3,Life Sciences,1,1827,3,Female,92,2,3,Manufacturing Director,2,Divorced,10333.0,19271,8,Y,Yes,12,3,3.0,80.0,1,28.0,4,3,22,11,14.0,10
40,,Travel_Rarely,750,,NaN,3,Life Sciences,1,1829,2,0,47,3,2,Healthcare Representative,1,Divorced,4448.0,10748,2,Y,No,$12,3,,80.0,1,15.0,3,3,7,4,7.0,7
54,No,N.A.,431,Research & Development,7.0,4,Medical,1,1830,4,Female,68,3,2,Research Scientist,4,Married,6854.0,15696,4,Y,No,15,3,2.0,80.0,1,14.0,2,2,7,1,1.0,7
31,No,,1125,Sales,"1.234,56",4,Marketing,1,1833,1,Female,68,3,3,Sales Executive,1,Married,9637.0,8277,2,Y,No,14,3,4.0,,2,9.0,3,3,3,2,2.0,2
28,No,Travel_Rarely,1217,Research & Development,1.0,3,Medical,1,1834,3,Female,67,3,1,Research Scientist,1,Married,3591.0,12719,1,Y,No,25,4,3.0,80.0,1,3.0,3,3,3,2,-110.29170899503222,2
38,No,Travel_Rarely,723,Sales,2.0,4,Sin dato,1,1835,2,Female,77,1,2,Sales Representative,4,Married,5405.0,-265072.19101076765,2,Y,Yes,20,4,1.0,80.0,2,20.0,4,2,4,2,0.0,3
26,No,Travel_Rarely,572,Sales,10.0,3,Medical,1,1836,3,Male,46,3,2,Ninguno,4,Single,4684.0,9125,1,Y,No,13,3,1.0,80.0,0,5.0,4,3,5,3,1.0,2
58,,Travel_Frequently,1216,Research & Development,15.0,4,Life Sciences,1,1837,1,,87,3,4,Research Director,3,Married,15787.0,21624,2,Y,Yes,14,3,,80.0,0,23.0,3,3,2,2,2.0,2
18,No,Non-Travel,1431,Research & Development,14.0,3,Medical,1,1839,2,Female,33,3,1,Research Scientist,3,Single,1514.0,8018,1,Y,No,16,3,3.0,80.0,0,0.0,4,1,0,0,,0
31,Yes,Travel_Rarely,359,Human Resources,18.0,5,Human Resources,1,1842,4,Male,89,4,1,Human Resources,1,Married,2956.0,21495,0,Y,No,17,3,3.0,,0,,4,3,1,0,0.0,0
29,Yes,Travel_Rarely,350,Human Resources,13.0,3,Human Resources,TRUE,1844,1,Male,56,2,1,Human Resources,1,Divorced,2335.0,3157,4,Y,yes,15,NULL,N/A,80.0,3,4.0,3,3,2,2,2.0,$0
45,No,Non-Travel,589,Sales,,4,Life Sciences,1,1845,3,NO,67,3,2,Sales Executive,3,Married,5154.0,19665,4,Y,No,22,4,2.0,80.0,2,10.0,3,4,8,7,5.0,7
36,No,Travel_Rarely,430,Research & Development,2.0,4,Other,1,1847,4,Female,73,3,2,Research Scientist,2,Married,6962.0,19573,4,Y,Yes,22,4,4.0,80.0,1,15.0,2,3,1,0,0.0,0
43,No,Travel_Frequently,1422,Sales,2.0,4,Life Sciences,TRUE,1849,1,Male,92,3,$2,Sales Executive,4,Married,5675.0,19246,1,Y,No,20,4,3.0,80.0,1,7.0,5,3,7,7,,7
27,,Travel_Frequently,1297,Research & Development,5.0,2,Life Sciences,1,1850,4,Female,53,3,1,Laboratory Technician,4,Single,2379.0,19826,0,Y,Yes,14,3,3.0,80.0,0,6.0,3,2,5,4,0.0,2
29,No,Travel_Frequently,574,Research & Development,20.0,1,Medical,1,1852,4,-1,40,3,1,Laboratory Technician,4,Married,3812.0,7003,1,Y,No,13,3,2.0,,0,11.0,3,4,11,8,3.0,10
32,No,Travel_Frequently,1318,Sales,10.0,NULL,Marketing,1,1853,4,Male,79,3,2,Sales Executive,4,Single,4648.0,26075,8,Y,False,$13,3.0%,3.0%,80.0,0,4.0,2021/99/01,4,0,0,0.0,0
42,No,Non-Travel,355,Research & Development,10.0,4,Technical Degree,1,1854,3,Male,38,3,1,Research Scientist,3,Married,2936.0,6161,3,Y,No,22,4,2.0,80.0,2,10.0,1,2,6,3,3.0,3
47,No,Travel_Rarely,207,Research & Development,9.0,4,Life Sciences,1,1856,2,Female,64,3,1,Laboratory Technician,3,Single,2105.0,5411,4,Y,No,12,3,3.0,80.0,0,7.0,not_a_date,3,2,2,None,0
46,,Travel_Rarely,706,Research & Development,2.0,2,Life Sciences,1,1857,4,Male,82,3,3,Manufacturing Director,4,Divorced,8578.0,19989,3,Y,No,14,3,3.0,80.0,1,12.0,4,2,9,8,4.0,7
